time,open,high,low,close,"BTC.D, CRYPTOCAP: Open","BTC.D, CRYPTOCAP: High","BTC.D, CRYPTOCAP: Low","BTC.D, CRYPTOCAP: Close",MA,Smoothing Line,MA,Smoothing Line,MA,Smoothing Line,EMA,Smoothing Line,Developing Poc,Developing VA High,Developing VA Low,Rolling POC,Volume,Volume MA
1608076800,557783692455.4221,620752979302.6052,546469661629.3802,609679205011.7001,64.71257438894155,65.51915099520144,64.557606340503,65.0872233555653,509607654428.6604,502306220854.1211,476481454026.63324,468913610075.3879,474503634997.3081,468096706320.9882,500987561267.86816,495235130137.46844,NaN,NaN,NaN,NaN,167384127823.2233,136016673528.50919
1608163200,609825687677.7188,679197233337.9955,591798436042.3584,637811623411.63,65.05393024529603,66.67491163917127,65.0219966027495,66.43741524540447,514988631891.9908,506189147309.03174,481199095773.2115,472756895878.7114,478786299933.0581,471659904191.67816,506830501335.7412,499100253870.226,NaN,NaN,NaN,NaN,269053723914.41327,140562162194.34668
1608249600,638158027147.8086,658141425632.6729,622503012613.2859,647310817413.6301,66.4504324448152,66.72224239110058,65.71632598638972,66.38963300900818,520093498702.04,510428837836.44745,486003557886.165,476895947171.4269,483667034908.0123,475662281097.12286,511791515247.116,503330674329.18933,NaN,NaN,NaN,NaN,171621420031.63608,141538248642.53787
1608336000,647606187863.1698,680618190899.3075,631216501180.4551,662096522018.7955,66.37987758584045,66.89366939526786,66.09509231371584,66.89366939526786,525686989836.6568,515155158302.5054,491068057194.2949,481379591506.39813,488707804927.5054,480010789040.5837,517326816088.1715,507996054915.5167,NaN,NaN,NaN,NaN,155035919425.59317,142116170977.4263
1608422400,662264635691.9791,679453406011.1266,636118842279.5859,650876440776.6085,66.87830780327808,67.43805019731874,66.4322248864153,66.98807546887315,531059057416.06836,520287166455.0836,495579185888.72546,486066270153.8063,493677513293.67377,484566363791.6137,522642441987.2848,512878183939.4394,NaN,NaN,NaN,NaN,154024346690.61453,139708934016.45663
1608508800,650796395318.3158,671505141481.9551,601714499559.8213,627222847248.8348,66.99953893923765,67.50630838162756,66.73982323019237,67.32930069618959,536251219245.91797,525615879418.53516,499551939779.79065,490680367304.4377,497842262424.539,488991663335.9221,527523186233.01166,517759851370.6301,NaN,NaN,NaN,NaN,179646834817.72992,137377395111.29765
1608595200,627727413134.3783,658845684771.5029,608353393160.3835,650704351437.8225,67.33180113616619,68.35690599155527,67.23410185742476,68.05215100878468,541305467482.2145,530879246536.5798,503932256341.55084,495226999418.1056,502352498428.8631,493445275033.5691,531828841922.7983,522449514888.01953,NaN,NaN,NaN,NaN,184169008077.2096,138569901626.1156
1608681600,650905381692.1677,660502065709.9039,591223492777.2639,616317149719.1888,67.9887932712241,71.09934202773702,67.7824414181218,70.08194381173197,546364301982.3963,536133407192.65106,507648168954.823,499555921631.8372,506588870114.68384,497826473393.9407,536047636145.32635,526982221973.78845,NaN,NaN,NaN,NaN,220651671892.0601,142881987241.1604
1608768000,615511240071.1971,644128822214.1842,599099605381.8328,638747609345.1886,70.07798596904689,70.40080883459882,68.59181947850598,69.01591903448126,551029620068.5941,541201933239.03845,511780402972.56525,503698390787.49133,510875077341.5168,502176008043.1327,539591281590.207,531185241845.928,NaN,NaN,NaN,NaN,183562698142.67374,145014514273.50946
1608854400,639342631835.0377,672382146869.9479,623074145243.7054,659886280084.2924,69.01586238936592,69.79379713602604,68.47031962852623,69.56458587849598,555500323567.2161,546090186469.26807,516303962391.5945,507843346088.06506,515441548920.77234,506597855002.3459,543945080451.8378,535438521381.23126,NaN,NaN,NaN,NaN,179461056036.04868,148206711446.28384
1608940800,660171776229.4769,715522626226.2542,642769210714.915,693856202695.5338,69.56275984624182,70.87841008187121,69.56275984624182,70.87841008187121,560687160867.0786,550977374793.5002,521177566591.2809,512168471450.3631,519816122193.68494,511003944066.12555,549570573755.91705,540149205506.1265,NaN,NaN,NaN,NaN,179737888906.35068,151738123176.72495
1609027200,694222027012.5151,754406872780.0646,664634739607.3834,695068319531.6501,70.86218495846597,72.0514880312886,69.901549583133,70.20566954937728,566666600260.8589,556049601349.2291,526253184294.18274,516632657040.88947,524919179001.80554,515642355711.35223,556286517986.2169,545528309666.1567,NaN,NaN,NaN,NaN,245896616248.365,158636550321.91553
1609113600,694934855255.7233,738610753014.2341,684403130631.1744,718887975432.3186,70.17808513965504,70.81480209230415,69.12470854447615,69.89514430305783,572453764009.6858,561267493754.6869,531691259003.4918,521441275050.6232,530225283049.6942,520503331490.79956,562264361757.6273,551106993696.6469,NaN,NaN,NaN,NaN,199187243584.5019,162376130981.88574
1609200000,719133347255.3828,734532647047.0806,678786907469.104,724883768967.8447,69.87469882325622,70.72589839180146,69.31330719768088,70.17183629511837,578058678703.3711,566673305481.6423,537216911887.70294,526528576833.65076,535373622309.2851,525460095096.9614,567912502258.9209,556708829884.0715,NaN,NaN,NaN,NaN,193542914060.4397,164853648726.02472
1609286400,724820562907.5654,768992219617.7761,712740776234.1403,754601878050.6364,70.18218090825226,71.26309683281883,70.11535569266456,71.13468684698661,584500331779.6924,572473307124.1376,543120979702.43066,531891980295.818,541042414932.6121,530654201708.845,574505279877.244,562640979881.7957,NaN,NaN,NaN,NaN,185917040788.09372,168816674815.30945
1609372800,755123167555.8682,772521929150.0823,725492390665.939,759201367397.3368,71.11876624107778,71.55763038596034,70.49576353116034,70.98053083454053,590732607883.3955,578482396527.401,549088288480.5399,537474124673.6698,546846803550.3828,536051735656.02423,580997629033.7305,568759862932.4406,NaN,NaN,NaN,NaN,161683149090.00073,171220784443.6275
1609459200,759916083129.736,783435798090.0656,745168787580.156,766002746233.2635,70.9341543719799,71.64045822874402,70.46632332168898,71.34845528237442,597065704007.166,584562217276.6625,555305329179.9994,543284553650.8332,553024746248.0651,541709405853.37115,587634946051.971,575051557305.6173,NaN,NaN,NaN,NaN,154959174831.9273,174210541441.80872
1609545600,766198831637.7902,865830270077.1464,740422000954.3193,825342841900.624,71.3534926872049,72.93183631820737,71.3534926872049,72.559569785278,604959976916.3492,591063459857.9951,562377022853.7192,549421706420.8787,558861761663.4526,547426857790.065,596756104216.7308,582286406275.9885,NaN,NaN,NaN,NaN,224282917103.79645,180304074031.70618
1609632000,825749307367.0845,924877200910.0695,807344425066.3165,874620223357.6276,72.5276355202115,73.63058032906102,69.9468909995224,70.34824241871267,614109604243.476,598273644966.0162,570203391409.4077,556019002325.2196,566101965971.9761,553651893850.702,607514172960.7748,590695661837.584,NaN,NaN,NaN,NaN,309733442391.6051,191268976135.12427
1609718400,875041440882.1229,925158354258.0712,735699155402.2623,863680786080.1676,70.2568554219773,70.2568554219773,67.65851244629987,68.89298680711997,623383020609.3134,606050182731.9403,577344932757.5085,562863792936.2351,571912850287.4559,559738879329.62,617928736281.9976,599773353319.0552,NaN,NaN,NaN,NaN,336202179052.62,202787668645.44507
1609804800,864631228976.0543,943180837983.5295,799546344519.7275,913620548285.2266,68.92480824625807,69.61054519371736,68.00569155659637,69.26800940173024,632669761367.0166,614437613428.6646,585163151631.9785,570078765566.5228,578995458262.5698,566157738973.9366,628592739616.474,609379815418.1948,NaN,NaN,NaN,NaN,273103900891.13388,208073657298.8406
1609891200,914961841160.5066,1016574142465.659,885957132546.6357,991860497237.8872,69.25629197127567,69.98539692018923,67.76504208294686,69.07692889118609,642929336861.1841,623610339999.4683,594617005677.6815,577941100866.0593,587499568751.812,573271682233.2284,641313441349.2341,620024357395.2079,NaN,NaN,NaN,NaN,315805801165.5614,210411261161.398
1609977600,993821478169.0414,1097719115543.9446,956120830335.7617,1045764442874.231,68.99320372082892,70.64705892144345,68.43652308202388,70.2505776425106,654586273567.0016,633535599329.5988,604690492120.4675,586403794719.4089,597250813852.61,581264726106.3556,656277561814.6345,632108758868.3501,NaN,NaN,NaN,NaN,344626721446.72314,219061526232.15237
1610064000,1046495897280.5594,1115329737208.881,954061896230.4008,1066070790406.5256,70.20514561956402,71.36993454582775,70.02271865846753,70.93324021249828,666786141212.6008,644070906723.4237,615166352540.9146,595396386945.7103,606792926485.4901,589774126232.7338,671328452811.1672,645181990182.6224,NaN,NaN,NaN,NaN,341818377815.7149,228400649151.65845
1610150400,1066936929828.152,1113793183866.1948,1013617390365.9918,1077297027742.1226,70.9063875398756,71.16047269666107,69.158932410924,69.45860618990942,678551032094.7811,655104509020.5173,625807715605.7091,605088943515.3505,617298612334.0812,598948954933.1829,685835493173.6272,658733157846.2906,NaN,NaN,NaN,NaN,275333526588.1853,234466108146.53702
1610236800,1078540841511.0356,1131705649834.9128,919988021898.8088,1033108510287.1504,69.38218629707433,69.38218629707433,68.1126535652133,68.71561022391471,690301108771.7568,666630778501.4653,635558307790.5946,615167974747.0737,625567571535.1672,607821827133.8444,700454186834.653,672640167509.0781,NaN,NaN,NaN,NaN,357332413736.001,243350387092.4506
1610323200,1032836626953.3762,1040938975332.1346,803970458724.6102,946416716280.23,68.72125224073025,70.00093552346623,68.35877440457514,69.67243447491443,700214895115.4049,678087890152.3096,643690521133.4841,624982677838.2343,631680828512.1125,615774827593.2671,711617622523.095,685632652513.7504,NaN,NaN,NaN,NaN,469342266796.99567,257609050028.43988
1610409600,946056075641.9868,993258225760.1864,867043008303.6838,915120702731.391,69.69099185810344,69.69099185810344,68.60645916495814,69.17170291942367,708903635690.2883,688951362576.9669,651204403656.8472,634285460145.5103,638705852134.4801,623418502440.3381,720851740662.016,697372348563.1722,NaN,NaN,NaN,NaN,301609724461.34906,261656952656.9043
1610496000,915130277505.9348,1022635096766.9023,865302380554.7653,1000264183348.0198,69.17462767458424,69.53204888702435,68.75034007954211,69.53204888702435,717489859291.5206,699092106192.7509,660262376294.9929,643304664896.3259,645469029218.814,630768678033.1635,730746276927.75,708496991351.3649,NaN,NaN,NaN,NaN,254546884215.60745,265206161960.55096
1610582400,1000806355551.5952,1083275516505.5477,971713621349.2103,1050855279159.6948,69.49776603722042,70.28400777931681,68.87612932951752,69.2691906509974,727433206440.6825,708868541061.9312,670246162057.1335,652192354186.6107,654158886186.6656,638565414084.3308,742304612651.6122,719766198451.4473,NaN,NaN,NaN,NaN,253915676045.62897,268928892961.02997
1610668800,1051426748151.8181,1081561094947.4316,922824897257.3735,996453965418.3239,69.25921358902808,69.30008842854615,68.26860491204037,68.61593052697856,737843957855.1451,718377110878.6088,679016407604.4534,660883974149.3826,663270868220.8235,646800565463.1617,753427776005.5735,730986724302.8226,NaN,NaN,NaN,NaN,288484418542.4498,274366219442.83496
1610755200,996963815412.2086,1057738410940.8071,957413630241.509,997388839571.0657,68.62553841485608,68.68455215475892,66.7322039094353,67.14400697405073,748629676304.5266,728060067116.4332,687424711022.5001,669630812127.1858,672815196415.4137,655472109113.9124,763405173872.3025,741792874159.3159,NaN,NaN,NaN,NaN,261469796356.80853,275144878448.25714
1610841600,997798796749.4602,1033314056133.1947,935035266130.2982,997372372346.5908,67.1443829314953,67.31421555118551,66.32277774518744,66.81075288525138,758608162362.1683,738000972450.8092,695848960866.8542,678559723569.1873,681623835150.9767,664189351126.2671,772254645421.84,751946797913.4906,NaN,NaN,NaN,NaN,235494718508.75333,276960252194.46967
1610928000,997284557593.4651,1048775949773.6527,958445063438.6478,1017753283655.4784,66.83324322204341,67.50632260527226,66.43186182660718,66.93428061972267,768669408277.9877,748236882248.1025,704596903364.63,687426628983.1147,690505636611.0569,672961446287.8636,781320917695.6699,761738171174.217,NaN,NaN,NaN,NaN,210539995746.5171,277810106278.77356
1611014400,1020212794644.6329,1080420973685.4995,992807268232.1283,1015243909190.9115,66.865469435068,67.25360518088847,65.22101775075319,65.82159779029996,778490286168.1764,758448298193.6013,712892285013.5929,695955853574.4066,699732062192.185,681884984922.6375,791127476908.4512,771534606418.9618,NaN,NaN,NaN,NaN,272448668644.17166,282136687671.57745
1611100800,1014975075542.5763,1042562639623.9655,935989680367.6271,1012379117315.8823,65.78813599674939,66.39380153805952,65.03236257542704,65.237829117661,787543061882.5039,768388118999.073,720830070230.6619,704318586099.6482,707950116681.5078,690573362175.5942,799371252735.1893,780813488524.371,NaN,NaN,NaN,NaN,292481628807.21014,288676611657.43787
1611187200,1013163724239.581,1023539817197.1094,848262322280.0962,873845199533.0687,65.22539433922945,65.90222963142885,64.75467033832867,65.62097845076735,796601388066.496,777982461351.467,726590129603.325,712151669815.8132,714197004467.0249,698447909606.0712,806721041733.9408,789449339594.2275,NaN,NaN,NaN,NaN,311683532074.0348,296512829519.5433
1611273600,873826060351.015,974922556443.3853,812585643337.1746,939703590185.4119,65.62504245354576,65.95009946264003,64.63550551364673,65.32969932991008,804521121292.8586,787165053137.605,733137267986.2142,719609331239.6853,719408527089.8179,705434782100.6534,812235845494.9061,797044841561.1204,NaN,NaN,NaN,NaN,306008939733.99207,300599130651.05304
1611360000,939965612806.8253,970990864202.8866,896000968813.6968,928079433270.4348,65.30878716928765,65.30878716928765,64.14070111316383,64.39758279856164,812399500299.1332,795911071541.8341,739117085009.6699,726513367568.6932,726582208129.9353,712483924110.4141,817440928075.4956,803843537065.9121,NaN,NaN,NaN,NaN,206395724020.8939,295432244732.51746
1611446400,927870755569.4182,980376279008.8059,893092851189.0536,952971028043.8998,64.3768745976056,64.51332135211608,62.784316018749905,63.05316223837497,820762563011.6069,804365526910.5203,745821471019.4144,733099204769.8577,733724653013.8539,719564167078.2273,822783070729.0468,810156714953.6237,NaN,NaN,NaN,NaN,215648592601.7173,289404565409.9723
1611532800,953291280762.3752,1038214912219.3025,923995339389.0519,939613905240.2882,63.03539260579345,64.32915494138074,62.53792856241047,63.89781865145782,830118406306.3668,812880595795.2927,753091267738.9626,739551444271.5178,741225340313.8567,726784558156.7704,829846409794.301,816719946567.1827,NaN,NaN,NaN,NaN,259181304035.23578,288708435567.17737
1611619200,939561831228.9579,969975750527.0602,893704331163.3597,951680099502.1515,63.910618259882426,64.2396045470052,63.22894390237131,63.566903919324034,838120540488.4744,821184426279.6885,760534115460.0161,746340241442.856,748103693854.631,733890936722.7239,834440814408.4899,822626902514.2852,NaN,NaN,NaN,NaN,255559208174.2902,285696105917.6138
1611705600,952542319018.29,960396408702.7396,847357155814.4263,888307790598.3517,63.545761178892825,64.02913753867811,63.139399363860846,63.74703441450947,846026403320.3224,829485482685.1813,766599223159.7814,753032632477.5693,754544890893.4619,740775588112.9698,838570506024.6948,827941437017.755,NaN,NaN,NaN,NaN,260977967315.45746,281513668211.0505
1611792000,888738184390.5815,1004357118586.3384,866498953956.5225,972129873557.616,63.72508812609109,64.22783715169318,62.7703815834751,64.11278242970494,855120515531.4705,838029685731.6487,773835981200.1986,759976411715.675,761681800279.2327,747744325501.7241,844006132666.0602,833296335567.1901,NaN,NaN,NaN,NaN,272637744219.58615,278054636531.244
1611878400,972548683424.3771,1136180574418.805,902909423983.7849,995483118814.9028,64.09563621135385,65.94958953609213,63.27132835973101,64.04189200947562,866956669637.3795,847268507056.8031,780796776344.4434,766971472780.6809,769322713049.7035,754937121351.0505,853585622559.5928,840059431231.3243,NaN,NaN,NaN,NaN,458850322291.9345,287230476316.4315
1611964800,997085702519.5405,1038816850709.8993,947205506331.2422,1007885093617.1459,63.971795013202446,64.57800671674838,62.59478796010962,63.39215400855005,877025751303.3689,856649976056.2035,788433447468.7573,774039908726.6398,778087171987.7177,762653804896.6062,859658777580.9143,846592546681.1876,NaN,NaN,NaN,NaN,295994291347.9634,284163570197.0296
1612051200,1007642542252.3215,1025611840078.7726,941021010959.1138,977898447907.7048,63.368508448341956,63.6876209997334,62.40350070301383,63.08996488618305,886520519557.2094,866329971869.9504,795335114261.2484,781000108486.8862,786530720551.0223,770612776781.4116,865099861597.2375,852761651653.2042,NaN,NaN,NaN,NaN,259922554930.89853,273692584603.7247
1612137600,977383148542.0552,1051717820188.6403,938941739103.3633,994603092867.036,63.0666092401405,64.10744109278397,61.486925033419226,62.76538352630634,896291127745.5618,876382916754.9983,802393791973.4617,788159022249.6223,794617159611.6897,778614237724.8376,871218483190.3983,858913928832.2689,NaN,NaN,NaN,NaN,305073431410.35114,273865769951.17487
1612224000,1001498697119.8679,1088619441372.9186,979480958066.2832,1052596684634.3325,62.27018097491924,63.54547096426351,61.58196231669626,62.82896379611391,906840677123.5947,886726949073.4232,810902127879.8868,795572251585.5598,803307444405.5759,786845306618.4171,878346383458.6776,865391413707.7385,NaN,NaN,NaN,NaN,291604637418.44476,275718657611.3167
1612310400,1051816108916.8141,1111007968616.2417,1039040380115.0162,1091165876553.292,62.83399515667135,64.31289890035032,62.83399515667135,64.31289890035032,917738551520.9481,896883325450.137,819758670359.6428,803364630388.5999,813179331783.8632,795623315006.8992,885974632152.3683,872252486522.6151,NaN,NaN,NaN,NaN,289698264877.4147,277507787052.906
1612396800,1125805019250.8528,1175985516233.1667,1068491666028.077,1108563811420.1948,62.339628354652,63.07771060249334,61.35074365416848,62.139036504111075,928843202259.5593,907246815641.375,828803465117.4474,811438633918.3378,823619771871.837,804955467295.2118,895483185728.788,879996052924.6727,NaN,NaN,NaN,NaN,329370552307.9085,279552093741.1789
1612483200,1109794097038.1372,1185246757669.7283,1090338846606.7316,1166138199059.0251,62.05353347030594,62.53586521589043,60.26401620568323,61.188137935603606,938964192746.1941,917735550279.1719,838912020347.2892,820154015135.5459,833590580083.1245,814500504891.1827,904983630710.4581,888325245519.9346,NaN,NaN,NaN,NaN,298695346940.98486,281413371270.3877
1612569600,1166954428199.3967,1256593089349.2842,1125172479660.9717,1181215697616.4094,61.148603801182176,63.27167612553312,60.795851465438844,61.927055152694585,950933226020.5262,928663969934.1648,849723353332.3312,829619927407.3198,843643969424.0782,824214993068.8146,916511809682.2229,897720766907.364,NaN,NaN,NaN,NaN,313705689453.493,285323919817.6247
