time,open,high,low,close,MA,Smoothing Line,Developing Poc,Developing VA High,Developing VA Low,Rolling POC,Volume,Volume MA
1644949800,155.4035,155.4965,155.321,155.4965,NaN,NaN,NaN,NaN,NaN,NaN,20000,32057
1644950700,155.59,156.028,155.59,156.028,NaN,NaN,NaN,NaN,NaN,NaN,10000,32052
1644951600,156.05,156.05,155.656,155.887,NaN,NaN,NaN,NaN,NaN,NaN,21300,31116
1644952500,156.3,156.3,156.105,156.105,NaN,NaN,NaN,NaN,NaN,NaN,6600,27267
1644953400,156.104,156.104,155.7785,155.7785,NaN,NaN,NaN,NaN,NaN,NaN,20720,24427
1644954300,156.2995,156.2995,156.122,156.1635,NaN,NaN,NaN,NaN,NaN,NaN,12000,21857
1644955200,156.184,156.5,156.184,156.3145,NaN,NaN,NaN,NaN,NaN,NaN,26000,21157
1644956100,156.4265,156.4325,156.136,156.142,NaN,NaN,NaN,NaN,NaN,NaN,14000,19757
1644957000,155.95,156.0775,155.5745,156.0775,NaN,NaN,NaN,NaN,NaN,NaN,37640,19232
1644957900,155.963,156.55,155.55075,156.4175,NaN,NaN,NaN,NaN,NaN,NaN,110780,23990
1645021800,155.6035,155.972,154.874,154.9275,NaN,NaN,NaN,NaN,NaN,NaN,46000,25390
1645022700,155.3445,155.75,155.1855,155.5595,NaN,NaN,NaN,NaN,NaN,NaN,22000,26130
1645023600,155.75,156.376,155.75,156.324,NaN,NaN,NaN,NaN,NaN,NaN,22000,26830
1645024500,155.966,156.0115,155.8065,155.9735,NaN,NaN,NaN,NaN,NaN,NaN,21140,27337
1645025400,155.8,156.0815,155.7525,156.0815,NaN,NaN,NaN,NaN,NaN,NaN,12000,26201
1645026300,156.203,156.7225,156.18,156.5015,NaN,NaN,NaN,NaN,NaN,NaN,40000,25382
1645027200,156.3875,157.6375,156.305,157.4925,NaN,NaN,NaN,NaN,NaN,NaN,104840,29824
1645028100,157.4685,157.62,157.1615,157.4095,NaN,NaN,NaN,NaN,NaN,NaN,46940,30536
1645029000,157.365,157.409,157.027,157.027,NaN,NaN,NaN,NaN,NaN,NaN,35360,32204
1645029900,157.178,157.9,157.1025,157.9,NaN,NaN,NaN,NaN,NaN,NaN,34000,33166
1645030800,157.96,158.0375,157.449,157.449,NaN,NaN,NaN,NaN,NaN,NaN,40080,34170
1645031700,157.3115,157.3115,157.1035,157.1725,NaN,NaN,NaN,NaN,NaN,NaN,34880,35414
1645032600,156.828,156.828,156.317,156.5325,NaN,NaN,NaN,NaN,NaN,NaN,35720,36135
1645033500,156.5645,156.695,156.5645,156.632,NaN,NaN,NaN,NaN,NaN,NaN,10000,36305
1645034400,156.527,156.547,156.2425,156.542,NaN,NaN,NaN,NaN,NaN,NaN,18900,36214
1645035300,156.5205,156.8995,156.5205,156.7445,NaN,NaN,NaN,NaN,NaN,NaN,14180,36323
1645036200,156.6345,156.6345,156.509,156.524,NaN,NaN,NaN,NaN,NaN,NaN,22000,36123
1645037100,156.65,156.65,156.65,156.65,NaN,NaN,NaN,NaN,NaN,NaN,2000,35523
1645038000,156.584,157.365,156.2135,156.927,NaN,NaN,NaN,NaN,NaN,NaN,48160,36049
1645038900,156.9095,157.903,156.9095,157.903,NaN,NaN,NaN,NaN,NaN,NaN,16000,31310
1645039800,158.138,158.229,157.9295,158.074,NaN,NaN,NaN,NaN,NaN,NaN,72060,32613
1645040700,157.568,157.989,157.4295,157.989,NaN,NaN,NaN,NaN,NaN,NaN,18000,32413
1645041600,158.1465,158.6315,158.1465,158.5065,NaN,NaN,NaN,NaN,NaN,NaN,35160,33071
1645042500,158.5,158.6995,158.431,158.4875,NaN,NaN,NaN,NaN,NaN,NaN,20000,33014
1645043400,158.7215,158.7215,158.3,158.3995,NaN,NaN,NaN,NaN,NaN,NaN,32000,34014
1645044300,158.3405,158.81,158.011,158.1325,NaN,NaN,NaN,NaN,NaN,NaN,117580,37893
1645108200,158.2295,160.211,158.2295,159.36775,NaN,NaN,NaN,NaN,NaN,NaN,108140,38058
1645109100,159.2485,159.2485,158.4695,159.11,NaN,NaN,NaN,NaN,NaN,NaN,38180,37620
1645110000,159.19675,160.114,159.094,159.396,NaN,NaN,NaN,NaN,NaN,NaN,76520,39678
1645110900,159.275,159.275,158.296,158.3645,NaN,NaN,NaN,NaN,NaN,NaN,36240,39790
1645111800,158.244,159.0605,158.244,158.3905,NaN,NaN,NaN,NaN,NaN,NaN,70000,41286
1645112700,158.2895,158.3685,157.6925,158.102,NaN,NaN,NaN,NaN,NaN,NaN,44000,41742
1645113600,158.058,158.362,157.901,158.3475,NaN,NaN,NaN,NaN,NaN,NaN,30200,41466
1645114500,158.2465,158.618,158.2465,158.473,NaN,NaN,NaN,NaN,NaN,NaN,14000,41666
1645115400,158.2635,158.2635,157.624,157.8385,NaN,NaN,NaN,NaN,NaN,NaN,24460,41944
1645116300,157.8605,157.902,157.63975,157.7055,NaN,NaN,NaN,NaN,NaN,NaN,26000,42535
1645117200,157.6075,157.6075,156.7215,157.09,NaN,NaN,NaN,NaN,NaN,NaN,72620,45066
1645118100,156.962,157.0125,156.776,157.0005,NaN,NaN,NaN,NaN,NaN,NaN,16000,45766
1645119000,157.293,157.362,157.1545,157.362,NaN,NaN,NaN,NaN,NaN,NaN,16000,44158
1645119900,156.9825,157.2085,156.9745,157.107,NaN,NaN,NaN,NaN,NaN,NaN,20000,44358
1645120800,156.8885,156.8885,156.0735,156.118,NaN,NaN,NaN,NaN,NaN,NaN,44440,42977
1645121700,156.161,156.5445,156.161,156.4705,NaN,NaN,NaN,NaN,NaN,NaN,37800,43967
1645122600,156.593,156.5965,156.194,156.194,NaN,NaN,NaN,NaN,NaN,NaN,17000,43059
1645123500,156.351,156.5205,156.3235,156.5205,NaN,NaN,NaN,NaN,NaN,NaN,10120,42565
1645124400,156.3935,156.3935,156.1435,156.3605,NaN,NaN,NaN,NaN,NaN,NaN,16000,41765
1645125300,156.325,156.5755,156.325,156.3775,NaN,NaN,NaN,NaN,NaN,NaN,18420,36807
1645126200,156.374,156.4405,156.167,156.167,NaN,NaN,NaN,NaN,NaN,NaN,16000,32200
1645127100,156.0545,156.0545,155.73,155.73,NaN,NaN,NaN,NaN,NaN,NaN,31000,31841
1645128000,155.723,155.8125,155.4235,155.5195,NaN,NaN,NaN,NaN,NaN,NaN,23580,29194
1645128900,155.281,155.5,155.134,155.1635,NaN,NaN,NaN,NaN,NaN,NaN,73980,31081
1645129800,155.267,155.464,154.90975,155.3785,NaN,NaN,NaN,NaN,NaN,NaN,117780,33470
1645130700,155.327,155.494,154.5595,154.6485,NaN,NaN,NaN,NaN,NaN,NaN,168640,39702
1645194600,155.4005,155.4005,153.0465,153.7145,NaN,NaN,NaN,NaN,NaN,NaN,47000,40542
1645195500,153.5625,155.132,153.5625,154.429,NaN,NaN,NaN,NaN,NaN,NaN,50100,42347
1645196400,154.6765,154.6765,153.851,153.9255,NaN,NaN,NaN,NaN,NaN,NaN,33000,42774
1645197300,154.45,154.627,153.559,153.657,NaN,NaN,NaN,NaN,NaN,NaN,48000,43874
1645198200,153.4625,153.4625,152.981,153.114,NaN,NaN,NaN,NaN,NaN,NaN,52040,42845
1645199100,153.2495,153.2495,152.492,152.6395,NaN,NaN,NaN,NaN,NaN,NaN,50220,44556
1645200000,152.498,152.498,151.751,152.246,NaN,NaN,NaN,NaN,NaN,NaN,51440,46328
1645200900,152.133,152.43,152.133,152.4155,NaN,NaN,NaN,NaN,NaN,NaN,20000,46328
1645201800,152.25,152.5,151.937,152.192,NaN,NaN,NaN,NaN,NaN,NaN,31700,45691
1645202700,152.127,152.2835,151.3875,151.503,NaN,NaN,NaN,NaN,NaN,NaN,24180,45010
1645203600,151.5395,152.304,151.469,152.268,NaN,NaN,NaN,NaN,NaN,NaN,32000,45760
1645204500,152.278,152.5695,152.056,152.056,NaN,NaN,NaN,NaN,NaN,NaN,31280,46818
1645205400,151.9385,151.9435,151.2,151.234,NaN,NaN,NaN,NaN,NaN,NaN,51700,48603
1645206300,151.25,151.487,151.2265,151.4,NaN,NaN,NaN,NaN,NaN,NaN,30000,49182
1645207200,151.3995,151.3995,151.131,151.131,NaN,NaN,NaN,NaN,NaN,NaN,16000,49182
1645208100,151.1,151.401,150.9505,151.3345,NaN,NaN,NaN,NaN,NaN,NaN,42000,49732
1645209000,151.462,151.8415,151.4615,151.6705,NaN,NaN,NaN,NaN,NaN,NaN,18000,49453
1645209900,151.8025,151.9205,151.8025,151.9205,NaN,NaN,NaN,NaN,NaN,NaN,8000,46154
1645210800,152.083,152.3045,151.912,151.912,NaN,NaN,NaN,NaN,NaN,NaN,26680,41599
1645211700,152.2085,153.2745,152.194,153.274,NaN,NaN,NaN,NaN,NaN,NaN,42000,35267
1645212600,153.1565,153.637,152.8,152.8,NaN,NaN,NaN,NaN,NaN,NaN,42660,35050
1645213500,152.976,153.45,152.601,153.4165,NaN,NaN,NaN,NaN,NaN,NaN,48000,34945
1645214400,153.533,154.235,153.533,153.8145,NaN,NaN,NaN,NaN,NaN,NaN,122940,39442
1645215300,153.588,153.588,152.5345,152.687,NaN,NaN,NaN,NaN,NaN,NaN,61860,40135
1645216200,152.6085,152.8845,151.7415,152.8445,NaN,NaN,NaN,NaN,NaN,NaN,92340,42150
1645217100,153.0055,153.16275,152.165,152.543,NaN,NaN,NaN,NaN,NaN,NaN,141680,46723
1645540200,150.6,151.8245,150.528,151.21275,NaN,NaN,NaN,NaN,NaN,NaN,86000,48451
1645541100,151.6075,152.3485,151.6075,151.65,NaN,NaN,NaN,NaN,NaN,NaN,58000,50351
1645542000,151.4365,152.25,151.2565,152.25,NaN,NaN,NaN,NaN,NaN,NaN,28320,50182
1645542900,152.2495,152.569,152.2495,152.425,NaN,NaN,NaN,NaN,NaN,NaN,16000,49773
1645543800,152.577,152.577,151.5785,151.5785,NaN,NaN,NaN,NaN,NaN,NaN,54560,50901
1645544700,151.487,151.487,150.9585,150.9585,NaN,NaN,NaN,NaN,NaN,NaN,28000,50737
1645545600,151.083,151.083,150.5575,150.7185,NaN,NaN,NaN,NaN,NaN,NaN,52420,50773
1645546500,150.586,150.586,149.4825,149.9115,NaN,NaN,NaN,NaN,NaN,NaN,31880,50867
1645547400,149.946,150.171,149.55,149.704,NaN,NaN,NaN,NaN,NaN,NaN,38660,52000
1645548300,150.0135,150.0135,149.3885,149.721,NaN,NaN,NaN,NaN,NaN,NaN,36000,51700
1645549200,150.146,150.1775,149.8565,149.896,NaN,NaN,NaN,NaN,NaN,NaN,27560,52178
1645550100,149.92,150.0875,149.8505,149.968,NaN,NaN,NaN,NaN,NaN,NaN,14000,52478
1645551000,149.93,150.1,149.93,150.052,NaN,NaN,NaN,NaN,NaN,NaN,14000,51844
1645551900,149.809,150.1,149.7575,150.0575,NaN,NaN,NaN,NaN,NaN,NaN,31760,51332
1645552800,150,150.1455,149.9825,150.1455,NaN,NaN,NaN,NaN,NaN,NaN,6860,49542
1645553700,149.7395,149.89725,149.4955,149.5285,NaN,NaN,NaN,NaN,NaN,NaN,21500,48217
1645554600,149.6705,149.753,149.2785,149.2785,NaN,NaN,NaN,NaN,NaN,NaN,25520,43346
1645555500,149.256,149.3695,148.944,148.969,NaN,NaN,NaN,NaN,NaN,NaN,36740,42090
1645556400,148.9415,149.0985,148.521,149.0985,NaN,NaN,NaN,NaN,NaN,NaN,22000,38573
1645557300,149.3225,149.81,149.165,149.438,NaN,NaN,NaN,NaN,NaN,NaN,26000,32789
1645558200,149.9505,150.1915,149.4005,149.4005,NaN,NaN,NaN,NaN,NaN,NaN,28000,29889
1645559100,149.2245,151.4,149.2245,151.1725,NaN,NaN,NaN,NaN,NaN,NaN,59020,29940
1645560000,151.1575,151.71025,151.1575,151.71025,NaN,NaN,NaN,NaN,NaN,NaN,36000,30324
1645560900,151.8165,151.8165,150.8065,151.064,NaN,NaN,NaN,NaN,NaN,NaN,42480,31648
1645561800,151.151,151.157,150.389,150.389,NaN,NaN,NaN,NaN,NaN,NaN,41000,30970
1645562700,150.423,150.426,149.71575,150.176,NaN,NaN,NaN,NaN,NaN,NaN,81040,33622
1645626600,151.49,151.7025,150.6755,150.7285,NaN,NaN,NaN,NaN,NaN,NaN,43960,33199
1645627500,150.85,151.0935,150.2125,150.25,NaN,NaN,NaN,NaN,NaN,NaN,36000,33405
1645628400,150,150.1155,149.5585,150.0515,NaN,NaN,NaN,NaN,NaN,NaN,30000,32972
1645629300,149.7585,149.7875,148.6115,148.677,NaN,NaN,NaN,NaN,NaN,NaN,43740,33359
1645630200,148.8135,148.95,148.049,148.0775,NaN,NaN,NaN,NaN,NaN,NaN,38000,33881
1645631100,147.9795,148.214,147.7705,148.0515,NaN,NaN,NaN,NaN,NaN,NaN,44660,35414
1645632000,148.01,148.01,148.01,148.01,NaN,NaN,NaN,NaN,NaN,NaN,2000,34814
1645632900,147.781,148.052,147.681,147.9065,NaN,NaN,NaN,NaN,NaN,NaN,42360,35344
1645633800,147.548,148.249,147.548,148.1145,NaN,NaN,NaN,NaN,NaN,NaN,18060,35904
1645634700,147.9135,148.15,147.9135,148.15,NaN,NaN,NaN,NaN,NaN,NaN,15500,35604
1645635600,148.5,148.5,148.174,148.245,NaN,NaN,NaN,NaN,NaN,NaN,8640,34760
1645636500,148.6775,149,148.6775,149,NaN,NaN,NaN,NaN,NaN,NaN,6000,33223
1645637400,149,149,148.1735,148.3945,NaN,NaN,NaN,NaN,NaN,NaN,10000,32623
1645638300,148.31,148.537,147.677,147.677,NaN,NaN,NaN,NaN,NaN,NaN,16000,32123
1645639200,147.7,147.7,146.975,147.032,NaN,NaN,NaN,NaN,NaN,NaN,41000,32773
1645640100,146.93,147.148,146.9,146.9,NaN,NaN,NaN,NaN,NaN,NaN,14000,30522
1645641000,146.852,147.0685,146.6595,147.039,NaN,NaN,NaN,NaN,NaN,NaN,12000,29322
1645641900,147.1765,147.1765,146.7795,146.875,NaN,NaN,NaN,NaN,NaN,NaN,8000,27598
1645642800,146.9315,147.0565,146.9315,146.9835,NaN,NaN,NaN,NaN,NaN,NaN,6000,25848
1645643700,146.75,146.8145,146.0495,146.0495,NaN,NaN,NaN,NaN,NaN,NaN,30500,23321
1645644600,146.2675,146.3725,145.97,145.97,NaN,NaN,NaN,NaN,NaN,NaN,12020,21724
1645645500,146.0025,146.3035,146.0015,146.0015,NaN,NaN,NaN,NaN,NaN,NaN,13900,20619
1645646400,145.656,145.681,145.234,145.326,NaN,NaN,NaN,NaN,NaN,NaN,34880,20863
1645647300,145.4295,146.1355,145.421,146.1355,NaN,NaN,NaN,NaN,NaN,NaN,26000,19976
1645648200,146.1,146.1,145.2255,145.2775,NaN,NaN,NaN,NaN,NaN,NaN,44780,20315
1645649100,145.3975,145.405,144.7535,144.8835,NaN,NaN,NaN,NaN,NaN,NaN,140880,25126
1645713000,139.83,143.3435,139.634,143.174,NaN,NaN,NaN,NaN,NaN,NaN,161660,33109
1645713900,143.082,143.25,142.302,142.648,NaN,NaN,NaN,NaN,NaN,NaN,114700,36726
1645714800,142.4005,143.588,141.251,143.588,NaN,NaN,NaN,NaN,NaN,NaN,77940,39720
1645715700,144.0565,145.4,144.0565,144.132,NaN,NaN,NaN,NaN,NaN,NaN,96200,43755
1645716600,144.1,145.1145,143.415,144.3485,NaN,NaN,NaN,NaN,NaN,NaN,110500,48848
1645717500,144.932,146.714,144.932,146.3,NaN,NaN,NaN,NaN,NaN,NaN,56340,51365
1645718400,146.0315,146.6935,145.821,146.6935,NaN,NaN,NaN,NaN,NaN,NaN,49200,53325
1645719300,146.5185,146.761,146.01275,146.325,NaN,NaN,NaN,NaN,NaN,NaN,40480,54549
1645720200,146.388,146.388,145.601,145.601,NaN,NaN,NaN,NaN,NaN,NaN,44000,54699
1645721100,145.772,146.595,144.95,146.306,NaN,NaN,NaN,NaN,NaN,NaN,38000,55899
1645722000,146.5755,146.6115,145.407,145.407,NaN,NaN,NaN,NaN,NaN,NaN,28000,56699
1645722900,145.279,145.3515,145.279,145.3515,NaN,NaN,NaN,NaN,NaN,NaN,4000,56499
1645723800,145.382,146.501,145.146,146.4205,NaN,NaN,NaN,NaN,NaN,NaN,38000,58099
1645724700,145.6175,146.4545,145.6175,146.23125,NaN,NaN,NaN,NaN,NaN,NaN,32000,58174
1645725600,146.1925,147.1425,146.1925,147.053,NaN,NaN,NaN,NaN,NaN,NaN,37540,59450
1645726500,147.3365,147.388,147.0035,147.1405,NaN,NaN,NaN,NaN,NaN,NaN,40520,60781
1645727400,146.94,148.832,146.94,148.351,NaN,NaN,NaN,NaN,NaN,NaN,74800,62777
1645728300,147.9,149.625,147.9,148.4315,NaN,NaN,NaN,NaN,NaN,NaN,78740,65414
1645729200,147.9715,148.569,147.81275,148.569,NaN,NaN,NaN,NaN,NaN,NaN,41520,65251
1645730100,148.502,148.6535,148.25,148.605,NaN,NaN,NaN,NaN,NaN,NaN,34660,59940
1645731000,148.9555,150.1615,148.9555,149.75,NaN,NaN,NaN,NaN,NaN,NaN,62560,54985
1645731900,149.538,149.8175,149.266,149.277,NaN,NaN,NaN,NaN,NaN,NaN,49360,51718
1645732800,149.209,150.2675,149.209,149.9595,NaN,NaN,NaN,NaN,NaN,NaN,68020,51222
1645733700,150.026,150.4275,149.822,149.9995,NaN,NaN,NaN,NaN,NaN,NaN,66440,49734
1645734600,150.125,151.39,150.125,151.0745,NaN,NaN,NaN,NaN,NaN,NaN,53620,46890
1645735500,150.9765,151.693,150.692,151.323,NaN,NaN,NaN,NaN,NaN,NaN,237340,55940
1645799400,150.1115,150.8775,149.483,149.5355,NaN,NaN,NaN,NaN,NaN,NaN,124600,59710
1645800300,149.71,150.992,149.71,149.759,NaN,NaN,NaN,NaN,NaN,NaN,78500,61611
1645801200,149.7135,150.3175,149.334,149.9075,NaN,NaN,NaN,NaN,NaN,NaN,71000,62961
1645802100,149.9195,151.1925,149.7255,151.1835,NaN,NaN,NaN,NaN,NaN,NaN,69600,64541
1645803000,151.018,152.2565,150.75,152.2,NaN,NaN,NaN,NaN,NaN,NaN,84940,67388
1645803900,152.2795,152.588,152.03,152.271,NaN,NaN,NaN,NaN,NaN,NaN,72440,70810
1645804800,152,152.8165,151.75,152.7735,NaN,NaN,NaN,NaN,NaN,NaN,71500,72485
1645805700,152.764,153.2665,152.5855,153.231,NaN,NaN,NaN,NaN,NaN,NaN,71220,74446
1645806600,153.01,153.367,152.949,153.025,NaN,NaN,NaN,NaN,NaN,NaN,36400,74389
1645807500,153.0525,153.7725,153.0525,153.5685,NaN,NaN,NaN,NaN,NaN,NaN,22500,73488
1645808400,153.6545,153.6545,152.865,152.865,NaN,NaN,NaN,NaN,NaN,NaN,42000,71848
1645809300,152.7575,153.195,152.7575,153.1745,NaN,NaN,NaN,NaN,NaN,NaN,26200,69221
1645810200,153.2565,153.5005,153.256,153.3475,NaN,NaN,NaN,NaN,NaN,NaN,49400,69615
1645811100,153.483,153.483,152.348,152.348,NaN,NaN,NaN,NaN,NaN,NaN,35180,69641
1645812000,152.5735,152.696,152.136,152.2575,NaN,NaN,NaN,NaN,NaN,NaN,52720,69149
1645812900,152.2255,152.875,152.0795,152.875,NaN,NaN,NaN,NaN,NaN,NaN,30080,68185
1645813800,153.0075,153.4435,153.0075,153.4345,NaN,NaN,NaN,NaN,NaN,NaN,26520,66110
1645814700,153.31,153.31,152.745,152.8715,NaN,NaN,NaN,NaN,NaN,NaN,11000,63338
1645815600,152.629,153.126,152.629,152.738,NaN,NaN,NaN,NaN,NaN,NaN,10500,61182
1645816500,153.0265,153.8205,153.0265,153.7525,NaN,NaN,NaN,NaN,NaN,NaN,47160,51673
1645817400,153.8275,153.914,153.252,153.6165,NaN,NaN,NaN,NaN,NaN,NaN,38500,47368
1645818300,153.485,153.485,152.8775,153.3975,NaN,NaN,NaN,NaN,NaN,NaN,32200,45053
1645819200,153.088,153.088,152.8165,152.95,NaN,NaN,NaN,NaN,NaN,NaN,23000,42653
1645820100,153.019,153.641,153.019,153.369,NaN,NaN,NaN,NaN,NaN,NaN,46000,41473
1645821000,153.5,153.5,153.014,153.339,NaN,NaN,NaN,NaN,NaN,NaN,22540,38353
1645821900,153.202,153.8005,153.065,153.8005,NaN,NaN,NaN,NaN,NaN,NaN,194220,44442
1646058600,153.2355,153.2355,151.688,152,NaN,NaN,NaN,NaN,NaN,NaN,82160,44975
1646059500,151.851,152.2995,151.4635,152.2995,NaN,NaN,NaN,NaN,NaN,NaN,30200,42924
1646060400,152.7135,152.715,151.34,151.34,NaN,NaN,NaN,NaN,NaN,NaN,50000,43604
1646061300,151.32,151.7085,151.043,151.6495,NaN,NaN,NaN,NaN,NaN,NaN,39340,44446
1646062200,152.007,153.9,151.9555,153.8,NaN,NaN,NaN,NaN,NaN,NaN,63420,45517
1646063100,153.75,153.985,153.3485,153.597,NaN,NaN,NaN,NaN,NaN,NaN,41940,46304
1646064000,153.6755,153.6755,153.2,153.346,NaN,NaN,NaN,NaN,NaN,NaN,28020,45235
1646064900,153.899,154.3675,153.887,154.239,NaN,NaN,NaN,NaN,NaN,NaN,53400,46146
1646065800,154.16,154.2335,153.9,154.058,NaN,NaN,NaN,NaN,NaN,NaN,12000,44110
1646066700,154.228,154.228,153.636,153.636,NaN,NaN,NaN,NaN,NaN,NaN,16240,43418
1646067600,153.9,154.073,153.0235,153.0395,NaN,NaN,NaN,NaN,NaN,NaN,12000,42692
1646068500,152.785,152.9855,152.785,152.8945,NaN,NaN,NaN,NaN,NaN,NaN,27900,43537
1646069400,152.733,152.733,152.1,152.163,NaN,NaN,NaN,NaN,NaN,NaN,14960,43760
1646070300,151.894,152.4775,151.894,152.4775,NaN,NaN,NaN,NaN,NaN,NaN,18500,42327
1646071200,152.404,152.9305,152.31,152.8005,NaN,NaN,NaN,NaN,NaN,NaN,30720,41938
1646072100,152.81,152.81,151.95,152.2475,NaN,NaN,NaN,NaN,NaN,NaN,20000,41328
1646073000,152.0365,152.2485,151.858,152.003,NaN,NaN,NaN,NaN,NaN,NaN,20000,41178
1646073900,152.506,152.794,152.4625,152.4625,NaN,NaN,NaN,NaN,NaN,NaN,8000,39278
1646074800,152.0905,152.0915,151.069,151.1055,NaN,NaN,NaN,NaN,NaN,NaN,24000,39351
1646075700,151.3095,151.35,150.96,151.1365,NaN,NaN,NaN,NaN,NaN,NaN,28000,31040
1646076600,151.0205,151.35,150.969,151.35,NaN,NaN,NaN,NaN,NaN,NaN,43340,29099
1646077500,151.265,151.6145,151.2245,151.6145,NaN,NaN,NaN,NaN,NaN,NaN,14360,28307
1646078400,151.545,151.6295,151.0905,151.4955,NaN,NaN,NaN,NaN,NaN,NaN,18000,26707
1646079300,151.2335,152.226,151.2335,152.0345,NaN,NaN,NaN,NaN,NaN,NaN,26000,26040
1646080200,151.9295,151.9295,151.512,151.877,NaN,NaN,NaN,NaN,NaN,NaN,16020,23670
1646081100,152.225,153.6115,152.225,153.354,NaN,NaN,NaN,NaN,NaN,NaN,142260,28686
1646145000,152.777,153.2265,152.0275,153.2265,NaN,NaN,NaN,NaN,NaN,NaN,26000,28585
1646145900,152.728,153.054,152.5435,152.933,NaN,NaN,NaN,NaN,NaN,NaN,26200,27225
1646146800,153.487,153.602,152.8425,152.9475,NaN,NaN,NaN,NaN,NaN,NaN,20000,27625
1646147700,153.25,153.94,153.25,153.762,NaN,NaN,NaN,NaN,NaN,NaN,22000,27913
1646148600,153.4565,153.666,153.1365,153.15,NaN,NaN,NaN,NaN,NaN,NaN,36260,29126
1646149500,153.087,153.087,152.6605,152.6605,NaN,NaN,NaN,NaN,NaN,NaN,20000,28731
1646150400,153.013,153.172,152.7165,153.172,NaN,NaN,NaN,NaN,NaN,NaN,12000,28583
1646151300,153.247,153.28,153.0915,153.28,NaN,NaN,NaN,NaN,NaN,NaN,16000,28458
1646152200,152.4295,152.4295,152.05,152.05,NaN,NaN,NaN,NaN,NaN,NaN,37360,28790
1646153100,152.241,152.241,151.881,151.89,NaN,NaN,NaN,NaN,NaN,NaN,15740,28577
1646154000,152.0315,152.0315,151.752,151.7525,NaN,NaN,NaN,NaN,NaN,NaN,8000,27977
1646154900,152.05,152.3945,152.0215,152.3945,NaN,NaN,NaN,NaN,NaN,NaN,17720,28463
1646155800,152.101,152.145,152.066,152.1145,NaN,NaN,NaN,NaN,NaN,NaN,12000,27863
1646156700,152.291,152.6305,152.291,152.4735,NaN,NaN,NaN,NaN,NaN,NaN,20000,27463
1646157600,152.7275,152.7295,152,152,NaN,NaN,NaN,NaN,NaN,NaN,16000,26096
1646158500,151.926,151.926,151.5,151.502,NaN,NaN,NaN,NaN,NaN,NaN,10000,25878
1646159400,151.55,151.65,151.443,151.65,NaN,NaN,NaN,NaN,NaN,NaN,20000,25978
1646160300,151.649,151.699,151.612,151.699,NaN,NaN,NaN,NaN,NaN,NaN,6000,24978
1646161200,151.413,151.4875,151.25,151.25,NaN,NaN,NaN,NaN,NaN,NaN,14000,24877
1646162100,151.665,151.934,151.665,151.8835,NaN,NaN,NaN,NaN,NaN,NaN,16000,18564
1646163000,151.7485,151.7825,151.5375,151.6265,NaN,NaN,NaN,NaN,NaN,NaN,12000,17864
1646163900,151.76325,151.76325,151,151,NaN,NaN,NaN,NaN,NaN,NaN,17740,17441
1646164800,151.35,152.171,151.2415,152.15,NaN,NaN,NaN,NaN,NaN,NaN,22340,17558
1646165700,151.758,151.758,151.1,151.1,NaN,NaN,NaN,NaN,NaN,NaN,12000,17058
1646166600,150.72775,151.144,150.6395,150.889,NaN,NaN,NaN,NaN,NaN,NaN,40060,17248
1646167500,150.5975,151.242,150.0755,151.1655,NaN,NaN,NaN,NaN,NaN,NaN,88620,20679
1646231400,150.778,150.778,150.156,150.3175,NaN,NaN,NaN,NaN,NaN,NaN,42960,22227
1646232300,150.502,150.9,150.4525,150.7995,NaN,NaN,NaN,NaN,NaN,NaN,21300,22492
1646233200,150.4075,150.4335,149.073,149.2515,NaN,NaN,NaN,NaN,NaN,NaN,34000,22324
1646234100,149.2255,150.5,148.7925,150.5,NaN,NaN,NaN,NaN,NaN,NaN,34000,23237
1646235000,150.405,151.46,150.405,150.6,NaN,NaN,NaN,NaN,NaN,NaN,126780,29176
1646235900,150.705,150.705,149.785,149.785,NaN,NaN,NaN,NaN,NaN,NaN,30500,29815
1646236800,149.882,152,149.882,151.9705,NaN,NaN,NaN,NaN,NaN,NaN,63620,32396
1646237700,152.0175,152.178,151.4635,152.0885,NaN,NaN,NaN,NaN,NaN,NaN,36000,33196
1646238600,151.704,152.1895,151.429,151.429,NaN,NaN,NaN,NaN,NaN,NaN,26000,33696
1646239500,151.454,151.709,151.3725,151.6575,NaN,NaN,NaN,NaN,NaN,NaN,24000,34396
1646240400,151.6405,151.727,151.635,151.727,NaN,NaN,NaN,NaN,NaN,NaN,25120,34652
1646241300,151.8525,151.873,151.394,151.394,NaN,NaN,NaN,NaN,NaN,NaN,18000,35252
1646242200,151.3655,151.6215,151.3655,151.6215,NaN,NaN,NaN,NaN,NaN,NaN,6000,34852
1646243100,151.7295,151.858,151.42,151.42,NaN,NaN,NaN,NaN,NaN,NaN,20000,35052
1646244000,151.529,152.309,151.529,152.309,NaN,NaN,NaN,NaN,NaN,NaN,16000,35252
1646244900,152.25,152.25,151.9935,151.9935,NaN,NaN,NaN,NaN,NaN,NaN,14000,35065
1646245800,152.0935,152.0935,151.9615,152.0785,NaN,NaN,NaN,NaN,NaN,NaN,14000,34648
1646246700,152.1545,152.163,151.812,151.929,NaN,NaN,NaN,NaN,NaN,NaN,12000,34648
1646247600,152.107,152.3695,152.011,152.3695,NaN,NaN,NaN,NaN,NaN,NaN,8000,33045
1646248500,152.333,152.333,151.892,152.1075,NaN,NaN,NaN,NaN,NaN,NaN,12000,29214
